owner	sequence	script_name	native_kind	android_arm64	android_armv7	ios_arm64	ios_armv7	registration_status	body_status	evidence_report	notes
Motion	10	ShapeTypeQuad	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=3	registrar=0x5991D0; constant_helper=0x5994DC; value=3	registrar=0x100125974; constant_helper=0x100125C9C; value=3	registrar=0x124B7C; constant_helper=0x124E68; value=3	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	11	PlayFlagForce	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=1	registrar=0x5991D0; constant_helper=0x5994DC; value=1	registrar=0x100125974; constant_helper=0x100125C9C; value=1	registrar=0x124B7C; constant_helper=0x124E68; value=1	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	12	PlayFlagChain	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=2	registrar=0x5991D0; constant_helper=0x5994DC; value=2	registrar=0x100125974; constant_helper=0x100125C9C; value=2	registrar=0x124B7C; constant_helper=0x124E68; value=2	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	13	PlayFlagAsCan	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=4	registrar=0x5991D0; constant_helper=0x5994DC; value=4	registrar=0x100125974; constant_helper=0x100125C9C; value=4	registrar=0x124B7C; constant_helper=0x124E68; value=4	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	14	PlayFlagJoin	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=8	registrar=0x5991D0; constant_helper=0x5994DC; value=8	registrar=0x100125974; constant_helper=0x100125C9C; value=8	registrar=0x124B7C; constant_helper=0x124E68; value=8	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	15	PlayFlagStealth	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=16	registrar=0x5991D0; constant_helper=0x5994DC; value=16	registrar=0x100125974; constant_helper=0x100125C9C; value=16	registrar=0x124B7C; constant_helper=0x124E68; value=16	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	16	TransformOrderFlip	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=0	registrar=0x5991D0; constant_helper=0x5994DC; value=0	registrar=0x100125974; constant_helper=0x100125C9C; value=0	registrar=0x124B7C; constant_helper=0x124E68; value=0	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	17	TransformOrderSlant	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=3	registrar=0x5991D0; constant_helper=0x5994DC; value=3	registrar=0x100125974; constant_helper=0x100125C9C; value=3	registrar=0x124B7C; constant_helper=0x124E68; value=3	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	18	TransformOrderZoom	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=2	registrar=0x5991D0; constant_helper=0x5994DC; value=2	registrar=0x100125974; constant_helper=0x100125C9C; value=2	registrar=0x124B7C; constant_helper=0x124E68; value=2	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	19	TransformOrderAngle	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=1	registrar=0x5991D0; constant_helper=0x5994DC; value=1	registrar=0x100125974; constant_helper=0x100125C9C; value=1	registrar=0x124B7C; constant_helper=0x124E68; value=1	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	20	CoordinateRecutangularXY	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=0	registrar=0x5991D0; constant_helper=0x5994DC; value=0	registrar=0x100125974; constant_helper=0x100125C9C; value=0	registrar=0x124B7C; constant_helper=0x124E68; value=0	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	21	CoordinateRecutangularXZ	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=1	registrar=0x5991D0; constant_helper=0x5994DC; value=1	registrar=0x100125974; constant_helper=0x100125C9C; value=1	registrar=0x124B7C; constant_helper=0x124E68; value=1	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	22	MaskModeStencil	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=0	registrar=0x5991D0; constant_helper=0x5994DC; value=0	registrar=0x100125974; constant_helper=0x100125C9C; value=0	registrar=0x124B7C; constant_helper=0x124E68; value=0	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	23	MaskModeAlpha	STATIC_VARIANT_CONSTANT	registrar=0x6D6EE8; constant_helper=0x6D766C; value=1	registrar=0x5991D0; constant_helper=0x5994DC; value=1	registrar=0x100125974; constant_helper=0x100125C9C; value=1	registrar=0x124B7C; constant_helper=0x124E68; value=1	EVIDENCED_4_4	NOT_APPLICABLE_CONSTANT	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	24	Point	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6F9AC8	registrar=0x5991D0; callback=0x5995A0	registrar=0x100125974; callback=0x100125D94	registrar=0x124B7C; callback=0x124F9C	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	25	Circle	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FA118	registrar=0x5991D0; callback=0x5995E4	registrar=0x100125974; callback=0x100125E0C	registrar=0x124B7C; callback=0x124FE4	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	26	Rect	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FA508	registrar=0x5991D0; callback=0x599628	registrar=0x100125974; callback=0x100125E84	registrar=0x124B7C; callback=0x12502C	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	27	Quad	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FA8F8	registrar=0x5991D0; callback=0x59966C	registrar=0x100125974; callback=0x100125EFC	registrar=0x124B7C; callback=0x125074	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	28	LayerGetter	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FACE8	registrar=0x5991D0; callback=0x5996B0	registrar=0x100125974; callback=0x100125F74	registrar=0x124B7C; callback=0x1250BC	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	29	Player	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FB0E4	registrar=0x5991D0; callback=0x5996F4	registrar=0x100125974; callback=0x100125FEC	registrar=0x124B7C; callback=0x125104	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	30	SourceCache	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FB504	registrar=0x5991D0; callback=0x599738	registrar=0x100125974; callback=0x100126064	registrar=0x124B7C; callback=0x12514C	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	31	ObjSource	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FB9F0	registrar=0x5991D0; callback=0x59977C	registrar=0x100125974; callback=0x1001260DC	registrar=0x124B7C; callback=0x125194	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	32	ResourceManager	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FBEA4	registrar=0x5991D0; callback=0x5997C0	registrar=0x100125974; callback=0x100126154	registrar=0x124B7C; callback=0x1251DC	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	33	SeparateLayerAdaptor	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FC2C4	registrar=0x5991D0; callback=0x599804	registrar=0x100125974; callback=0x1001261CC	registrar=0x124B7C; callback=0x125224	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	34	D3DAdaptor	STATIC_SUBCLASS	registrar=0x6D6EE8; callback=0x6FC6D8	registrar=0x5991D0; callback=0x599848	registrar=0x100125974; callback=0x100126244	registrar=0x124B7C; callback=0x12526C	EVIDENCED_4_4	SEE_SUBCLASS_LEDGER	analysis/motionplayer_motion_class_registration_surface_four_binary_2026-08-26.md	
Motion	35	doAlphaMaskOperation	STATIC_METHOD	registrar=0x6D6EE8; callback=0x6AC4E4	registrar=0x5991D0; callback=0x57E1E8	registrar=0x100125974; callback=0x100104E68	registrar=0x124B7C; callback=0x10243C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_motion_alpha_mask_d3d_available_four_binary_2026-08-27.md	
Motion	36	getD3DAvailable	STATIC_METHOD	registrar=0x6D6EE8; callback=0x6ADD40	registrar=0x5991D0; callback=0x57F4A8	registrar=0x100125974; callback=0x10010654C	registrar=0x124B7C; callback=0x103908	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_motion_alpha_mask_d3d_available_four_binary_2026-08-27.md	
MotionLayerExtensions_guess	1	debugMeshApp	ATTACHED_RW_PROPERTY	attach=0x6E217C; detach=0x6E227C; setup=0x6E2408; registrar=0x6A1204; callback=get=0x6A1768,set=0x6A1774	attach=0x5A2D00; detach=0x5A2D60; setup=0x5A2DF8; registrar=0x578A6C; callback=get=0x578BB4,set=0x578BC0	attach=0x100133D68; detach=0x100133DCC; setup=0x100133E2C; registrar=0x1000FE030; callback=get=0x1000FE1C8,set=0x1000FE1D4	attach=0x132FD0; detach=0x133088; setup=0x133144; registrar=0xFAFB0; callback=get=0xFB11E,set=0xFB12A	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	2	debugBezierApp	ATTACHED_RW_PROPERTY	registrar=0x6A1204; callback=get=0x6A177C,set=0x6A1788	registrar=0x578A6C; callback=get=0x578BC6,set=0x578BD2	registrar=0x1000FE030; callback=get=0x1000FE1DC,set=0x1000FE1E8	registrar=0xFAFB0; callback=get=0xFB130,set=0xFB13C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	3	meshCopy	ATTACHED_METHOD	registrar=0x6A1204; callback=0x69F150	registrar=0x578A6C; callback=0x577924	registrar=0x1000FE030; callback=0x1000FC6E8	registrar=0xFAFB0; callback=0xF9654	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	4	operateMesh	ATTACHED_METHOD	registrar=0x6A1204; callback=0x69F304	registrar=0x578A6C; callback=0x577A44	registrar=0x1000FE030; callback=0x1000FC864	registrar=0xFAFB0; callback=0xF97F4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	5	drawMeshFrame	ATTACHED_METHOD	registrar=0x6A1204; callback=0x69F5E4	registrar=0x578A6C; callback=0x577B50	registrar=0x1000FE030; callback=0x1000FC9C0	registrar=0xFAFB0; callback=0xF996C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	6	bezierPatchCopy	ATTACHED_METHOD	registrar=0x6A1204; callback=0x69FD7C	registrar=0x578A6C; callback=0x577F3C	registrar=0x1000FE030; callback=0x1000FCF78	registrar=0xFAFB0; callback=0xF9F08	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	7	operateBezierPatch	ATTACHED_METHOD	registrar=0x6A1204; callback=0x69FF30	registrar=0x578A6C; callback=0x57805C	registrar=0x1000FE030; callback=0x1000FD0F4	registrar=0xFAFB0; callback=0xFA0A8	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	8	drawBezierPatchFrame	ATTACHED_METHOD	registrar=0x6A1204; callback=0x6A0210	registrar=0x578A6C; callback=0x578168	registrar=0x1000FE030; callback=0x1000FD250	registrar=0xFAFB0; callback=0xFA220	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
MotionLayerExtensions_guess	9	drawBezierPatchMeshFrame	ATTACHED_METHOD	registrar=0x6A1204; callback=0x6A0B3C	registrar=0x578A6C; callback=0x5786AC	registrar=0x1000FE030; callback=0x1000FDAF8	registrar=0xFAFB0; callback=0xFAAA4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layer_extensions_callbacks_lifetime_render_four_binary_2026-08-27.md	member attached directly to Layer through the per-Layer lazy native-instance hook
ObjSource	1	<constructor>	ZERO_ARG_CONSTRUCTOR	wrapper=0x6FB9F0; setup=0x6FBB54; registrar=0x69A098; ctor_publish=inline@0x69A0B8	wrapper=0x59977C; setup=0x5B6CDC; registrar=0x575028; ctor_publish=0x5750F4	wrapper=0x1001260DC; setup=0x10014E328; registrar=0x1000F8D30; ctor_publish=0x1000F8E38	wrapper=0x125194; setup=0x150088; registrar=0xF5C48; ctor_publish=0xF5D24	EVIDENCED_4_4	CONSTRUCTOR_EVIDENCED_4_4	analysis/motionplayer_sourcecache_objsource_ncb_surface_four_binary_2026-08-27.md	
ObjSource	2	originX	RO_PROPERTY	registrar=0x69A098; callback=get=0x69A3F4	registrar=0x575028; callback=get=0x57511C	registrar=0x1000F8D30; callback=get=0x1000F8E88	registrar=0xF5C48; callback=get=0xF5D4C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	
ObjSource	3	originY	RO_PROPERTY	registrar=0x69A098; callback=get=0x69A4B8	registrar=0x575028; callback=get=0x575180	registrar=0x1000F8D30; callback=get=0x1000F8EEC	registrar=0xF5C48; callback=get=0xF5E04	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	
ObjSource	4	width	RO_PROPERTY	registrar=0x69A098; callback=get=0x69A57C	registrar=0x575028; callback=get=0x5751E4	registrar=0x1000F8D30; callback=get=0x1000F8F50	registrar=0xF5C48; callback=get=0xF5EBC	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	
ObjSource	5	height	RO_PROPERTY	registrar=0x69A098; callback=get=0x69A65C	registrar=0x575028; callback=get=0x575258	registrar=0x1000F8D30; callback=get=0x1000F8FD0	registrar=0xF5C48; callback=get=0xF5F8C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	
ObjSource	6	clip	RO_PROPERTY	registrar=0x69A098; callback=get=0x69A73C	registrar=0x575028; callback=get=0x5752CC	registrar=0x1000F8D30; callback=get=0x1000F9050	registrar=0xF5C48; callback=get=0xF605C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	
ObjSource	7	drawLayer	METHOD	registrar=0x69A098; callback=0x69AAB8	registrar=0x575028; callback=0x5754E4	registrar=0x1000F8D30; callback=0x1000F930C	registrar=0xF5C48; callback=0xF63C0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	
Player	1	<constructor>	TYPED_CONSTRUCTOR	publish=0x6D3E3C; dispatch=0x6F3FB0; attach=0x6F4088; ctor=0x6CC110	publish=0x598CFC; dispatch=0x5B0798; attach=0x5B0828; ctor=0x5935C4	publish=0x1001253E0; dispatch=0x100146384; attach=0x100146428; ctor=0x10011EC04	publish=0x124600; dispatch=0x1468E4; attach=0x146950; ctor=0x11D488	EVIDENCED_4_4	CONSTRUCTOR_EVIDENCED_4_4	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	one-tTJSVariant constructor plus Void-shell sentinel
Player	2	defaultSyncActive	STATIC_RW_PROPERTY	name=0x14D6316; publish=0x6D3EB4; callbacks=0x6D67D8|0x6D67E4	name=0xD85C24; publish=0x597F04; callbacks=0x598D24|0x598D30	name=0x10195C98C; publish=0x100124540; callbacks=0x100125430|0x10012543C	name=0x174ECF0; publish=0x123888; callbacks=0x124626|0x124634	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	3	defaultTransformOrder	STATIC_RW_PROPERTY	name=0x14D633A; publish=0x6D3F2C; callbacks=0x6ADD5C|0x6ADE94	name=0xD85C48; publish=0x597F1E; callbacks=0x57F4B8|0x57F54C	name=0x10195C9B0; publish=0x100124564; callbacks=0x100106564|0x1001066A8	name=0x174ED14; publish=0x1238AE; callbacks=0x103918|0x103A84	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	4	resourceManager	RO_PROPERTY	name=0x14D6366; publish=0x6D3F98; callbacks=0x6D67F4	name=0xD85C74; publish=0x597F3A; callbacks=0x598D3C	name=0x10195C9DC; publish=0x10012458C; callbacks=0x100125448	name=0x174ED40; publish=0x1238D2; callbacks=0x124642	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	5	lastTime	RO_PROPERTY	name=0x14D3A60; publish=0x6D4004; callbacks=0x6D6800	name=0xD844A2; publish=0x597F54; callbacks=0x598D50	name=0x10195C822; publish=0x1001245B4; callbacks=0x100125454	name=0x174EB86; publish=0x1238F4; callbacks=0x124650	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	6	loopTime	RO_PROPERTY	name=0x14D3ED6; publish=0x6D4068; callbacks=0x6D6828	name=0xD8488C; publish=0x597F6E; callbacks=0x598D88	name=0x10195C810; publish=0x1001245DC; callbacks=0x10012547C	name=0x174EB74; publish=0x123916; callbacks=0x124684	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	7	variableKeys	RO_PROPERTY	name=0x14D4056; publish=0x6D40CC; callbacks=0x6CE77C	name=0xD849FC; publish=0x597F88; callbacks=0x5948D0	name=0x10195C9FC; publish=0x100124604; callbacks=0x1001200B4	name=0x174ED60; publish=0x123938; callbacks=0x11EDC0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	8	chara	RW_PROPERTY	name=0x14D3DB4; publish=0x6D414C; callbacks=0x6BE27C|0x6D6850	name=0xD8474E; publish=0x597FA6; callbacks=0x598DC0|0x58A484	name=0x10195C1C0; publish=0x100124630; callbacks=0x1001254A4|0x1001138D8	name=0x174E524; publish=0x123962; callbacks=0x1246B8|0x1112E4	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	9	stealthChara	RW_PROPERTY	name=0x14D6386; publish=0x6D41C4; callbacks=0x6D6890|0x6D6870	name=0xD85C94; publish=0x597FC4; callbacks=0x598DE0|0x598E00	name=0x10195CA16; publish=0x10012465C; callbacks=0x1001254C4|0x1001254E4	name=0x174ED7A; publish=0x12398C; callbacks=0x1246D8|0x1246F8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	10	motion	RW_PROPERTY	name=0x14D3DC0; publish=0x6D423C; callbacks=0x6BEF00|0x6D6924	name=0xD8475A; publish=0x597FE2; callbacks=0x598E08|0x58AD8C	name=0x10195B406; publish=0x100124688; callbacks=0x1001254F4|0x1001143D0	name=0x174D76A; publish=0x1239B6; callbacks=0x124700|0x111E00	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	11	stealthMotion	RW_PROPERTY	name=0x14D63A0; publish=0x6D42B4; callbacks=0x6D6944|0x6D6964	name=0xD85CAE; publish=0x598000; callbacks=0x598E28|0x598E48	name=0x10195CA30; publish=0x1001246B4; callbacks=0x100125514|0x100125534	name=0x174ED94; publish=0x1239E0; callbacks=0x124720|0x124740	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	12	tags	RO_PROPERTY	name=0x14D63BC; publish=0x6D4318; callbacks=0x6D69F8	name=0xD85CCA; publish=0x59801A; callbacks=0x598E50	name=0x10195CA4C; publish=0x1001246DC; callbacks=0x100125544	name=0x174EDB0; publish=0x123A02; callbacks=0x124748	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	13	motionKey	RW_PROPERTY	name=0x14D3E56; publish=0x6D4398; callbacks=0x692FC0|0x6B1D58	name=0xD8480C; publish=0x59803C; callbacks=0x570E6C|0x5817A4	name=0x10195CA56; publish=0x100124710; callbacks=0x1000F3D84|0x100109168	name=0x174EDBA; publish=0x123A30; callbacks=0xF06F8|0x106994	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	14	project	RW_PROPERTY	name=0x14D3E6A; publish=0x6D4400; callbacks=0x692FC0|0x6B1D58	name=0xD84820; publish=0x598052; callbacks=0x570E6C|0x5817A4	name=0x10195CA6A; publish=0x100124734; callbacks=0x1000F3D84|0x100109168	name=0x174EDCE; publish=0x123A4A; callbacks=0xF06F8|0x106994	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	15	completionType	RW_PROPERTY	name=0x14D3E38; publish=0x6D4480; callbacks=0x6D6A0C|0x6D6A04	name=0xD847EE; publish=0x598070; callbacks=0x598E5E|0x598E64	name=0x10195CA7A; publish=0x100124760; callbacks=0x100125550|0x100125558	name=0x174EDDE; publish=0x123A74; callbacks=0x124756|0x12475C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	16	preview	RW_PROPERTY	name=0x14D63C6; publish=0x6D4500; callbacks=0x6D6A1C|0x6D6A14	name=0xD85CD4; publish=0x59808E; callbacks=0x598E6A|0x598E70	name=0x10195CA98; publish=0x10012478C; callbacks=0x100125560|0x100125568	name=0x174EDFC; publish=0x123A9E; callbacks=0x124762|0x124768	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	17	priorDraw	RW_PROPERTY	name=0x14D3E8A; publish=0x6D4578; callbacks=0x6D6A30|0x6D6A28	name=0xD84840; publish=0x5980AC; callbacks=0x598E76|0x598E7C	name=0x10195C670; publish=0x1001247B8; callbacks=0x100125570|0x100125578	name=0x174E9D4; publish=0x123AC8; callbacks=0x12476E|0x124774	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	18	outsideFactor	RW_PROPERTY	name=0x14D63D6; publish=0x6D45F8; callbacks=0x6D6A44|0x6D6A3C	name=0xD85CE4; publish=0x5980CA; callbacks=0x598E82|0x598E8C	name=0x10195CAA8; publish=0x1001247E4; callbacks=0x100125580|0x100125588	name=0x174EE0C; publish=0x123AF2; callbacks=0x12477A|0x124784	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	19	meshDivisionRatio	RW_PROPERTY	name=0x14BE9DA; publish=0x6D4670; callbacks=0x6D6A54|0x6D6A4C	name=0xD7680E; publish=0x5980E8; callbacks=0x598E96|0x598EA0	name=0x10195CAC4; publish=0x100124810; callbacks=0x100125590|0x100125598	name=0x174EE28; publish=0x123B1C; callbacks=0x12478E|0x124798	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	20	speed	RW_PROPERTY	name=0x14D385C; publish=0x6D46E8; callbacks=0x6D6A64|0x6D6A5C	name=0xD8433C; publish=0x598106; callbacks=0x598EAA|0x598EB4	name=0x10195CAE8; publish=0x10012483C; callbacks=0x1001255A0|0x1001255A8	name=0x174EE4C; publish=0x123B46; callbacks=0x1247A2|0x1247AC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
